enrollment,interval,start,end,model,k5_model,6_8_model
3064.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
3080.00,Weekly,9/28/2020,10/2/2020,,In-person,Hybrid
3079.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
3087.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
3093.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
3107.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
3099.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
3101.00,Weekly,11/9/2020,11/13/2020,,In-person,Hybrid
3019.00,Weekly,11/16/2020,11/20/2020,Hybrid,In-person,Hybrid
3019.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
3019.00,Weekly,12/7/2020,12/11/2020,Hybrid,In-person,Hybrid
3019.00,Weekly,12/14/2020,12/18/2020,Hybrid,In-person,Hybrid
3019.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
3019.00,Weekly,1/11/2021,1/15/2021,Hybrid,In-person,Hybrid
3019.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,Hybrid
3019.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,Hybrid
3019.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
3019.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
3019.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
3019.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
3019.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
3019.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
3019.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
3019.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
3019.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
3019.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
3019.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
3019.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
3019.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
3019.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
3019.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
3019.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
2072.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
2052.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
2064.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
2063.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
2060.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
2059.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
2055.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
2052.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
2054.00,Weekly,11/2/2020,11/6/2020,,Hybrid,Hybrid
2055.00,Weekly,11/9/2020,11/13/2020,,Hybrid,Hybrid
1771.00,Weekly,11/16/2020,11/20/2020,Hybrid,Hybrid,Hybrid
1771.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
1771.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
1771.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
1771.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
1771.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
1771.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,1/25/2021,1/29/2021,Virtual,Virtual,Virtual
1771.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,4/19/2021,4/23/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,5/10/2021,5/14/2021,Hybrid,Hybrid,Hybrid
1771.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
1771.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
1771.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
757.00,Weekly,8/31/2020,9/4/2020,,Hybrid,Hybrid
748.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
749.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
748.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
747.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
747.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
745.00,Weekly,10/12/2020,10/16/2020,,In-person,Hybrid
745.00,Weekly,10/19/2020,10/23/2020,,In-person,Hybrid
746.00,Weekly,10/26/2020,10/30/2020,,In-person,Hybrid
746.00,Weekly,11/2/2020,11/6/2020,,In-person,Hybrid
747.00,Weekly,11/9/2020,11/13/2020,,In-person,Hybrid
747.00,Weekly,11/16/2020,11/20/2020,Hybrid,In-person,Hybrid
747.00,Weekly,11/30/2020,12/4/2020,Hybrid,In-person,Hybrid
747.00,Weekly,12/7/2020,12/11/2020,Hybrid,In-person,Hybrid
747.00,Weekly,12/14/2020,12/18/2020,Hybrid,In-person,Hybrid
747.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
747.00,Weekly,1/11/2021,1/15/2021,Hybrid,In-person,Hybrid
747.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,Hybrid
747.00,Weekly,1/25/2021,1/29/2021,Hybrid,In-person,Hybrid
747.00,Weekly,2/1/2021,2/5/2021,Hybrid,In-person,Hybrid
747.00,Weekly,2/8/2021,2/12/2021,Hybrid,In-person,Hybrid
747.00,Weekly,2/22/2021,2/26/2021,Hybrid,In-person,Hybrid
747.00,Weekly,3/1/2021,3/5/2021,Hybrid,In-person,Hybrid
747.00,Weekly,3/8/2021,3/12/2021,Hybrid,In-person,Hybrid
747.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
747.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
747.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
747.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
747.00,Weekly,4/19/2021,4/23/2021,,,
747.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
747.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
747.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
747.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
747.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
747.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
417.00,Weekly,8/31/2020,9/4/2020,,Hybrid,Hybrid
451.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
460.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
470.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
480.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
480.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
480.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
480.00,Weekly,10/19/2020,10/23/2020,,Virtual,Hybrid
480.00,Weekly,10/26/2020,10/30/2020,,Virtual,Virtual
480.00,Weekly,11/2/2020,11/6/2020,,Virtual,Virtual
480.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
480.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
480.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
480.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
480.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
480.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
480.00,Weekly,1/11/2021,1/15/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,4/19/2021,4/23/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,5/10/2021,5/14/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,5/17/2021,5/21/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,5/24/2021,5/28/2021,Hybrid,Hybrid,Hybrid
480.00,Weekly,5/31/2021,6/4/2021,Hybrid,Hybrid,Hybrid
140.00,Weekly,8/31/2020,9/4/2020,,In-person,Hybrid
185.00,Weekly,9/7/2020,9/11/2020,,In-person,Hybrid
185.00,Weekly,9/14/2020,9/18/2020,,In-person,Hybrid
185.00,Weekly,9/21/2020,9/25/2020,,In-person,Hybrid
180.00,Weekly,9/28/2020,10/2/2020,,In-person,Hybrid
172.00,Weekly,10/5/2020,10/9/2020,,In-person,Hybrid
172.00,Weekly,10/12/2020,10/16/2020,,In-person,Hybrid
172.00,Weekly,10/19/2020,10/23/2020,,In-person,Hybrid
172.00,Weekly,10/26/2020,10/30/2020,,In-person,Hybrid
172.00,Weekly,11/2/2020,11/6/2020,,In-person,Hybrid
172.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
147.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
147.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
147.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,Hybrid
147.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,Hybrid
147.00,Weekly,1/4/2021,1/8/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
147.00,Weekly,1/18/2021,1/22/2021,Virtual,Virtual,Virtual
147.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,2/8/2021,2/12/2021,Virtual,Virtual,Virtual
147.00,Weekly,2/22/2021,2/26/2021,Virtual,Virtual,Virtual
147.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,4/19/2021,4/23/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,5/10/2021,5/14/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,5/17/2021,5/21/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,5/24/2021,5/28/2021,Hybrid,Hybrid,Hybrid
147.00,Weekly,5/31/2021,6/4/2021,Hybrid,Hybrid,Hybrid
2593.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Virtual
2575.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
2573.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
2565.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
2563.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
2564.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
2556.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
2554.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
2550.00,Weekly,11/2/2020,11/6/2020,,Hybrid,Hybrid
2549.00,Weekly,11/9/2020,11/13/2020,,Hybrid,Hybrid
2547.00,Weekly,11/16/2020,11/20/2020,Hybrid,Hybrid,Hybrid
2547.00,Weekly,11/30/2020,12/4/2020,Hybrid,Hybrid,Hybrid
2547.00,Weekly,12/7/2020,12/11/2020,Hybrid,Hybrid,Hybrid
2547.00,Weekly,12/14/2020,12/18/2020,Hybrid,Hybrid,Hybrid
2547.00,Weekly,1/4/2021,1/8/2021,Hybrid,Hybrid,Hybrid
2547.00,Weekly,1/11/2021,1/15/2021,Hybrid,Hybrid,Hybrid
2547.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
2547.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
2547.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Hybrid
2547.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
2547.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
2547.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
2547.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
2547.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
2547.00,Weekly,3/22/2021,3/26/2021,Hybrid,In-person,Hybrid
2547.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
2547.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
2547.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
2547.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
2547.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
2547.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
2547.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
2547.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
2547.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
358.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
357.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
357.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
361.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
361.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
361.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
359.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
359.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
359.00,Weekly,11/2/2020,11/6/2020,,Hybrid,Hybrid
359.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
324.00,Weekly,11/16/2020,11/20/2020,Hybrid,Hybrid,Hybrid
324.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
324.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
324.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
324.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
324.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
324.00,Weekly,1/18/2021,1/22/2021,Virtual,Virtual,Virtual
324.00,Weekly,1/25/2021,1/29/2021,Virtual,Virtual,Virtual
324.00,Weekly,2/1/2021,2/5/2021,Virtual,Virtual,Virtual
324.00,Weekly,2/8/2021,2/12/2021,Virtual,Virtual,Virtual
324.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
324.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
324.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
324.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
324.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,Virtual
324.00,Weekly,3/29/2021,4/2/2021,Hybrid,In-person,Hybrid
324.00,Weekly,4/5/2021,4/9/2021,Hybrid,In-person,Virtual
324.00,Weekly,4/19/2021,4/23/2021,,,
324.00,Weekly,4/26/2021,4/30/2021,Virtual,Virtual,Virtual
324.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
324.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
324.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
324.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
324.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
19448.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
19416.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
19367.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
19235.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
19233.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
19217.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
19223.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
19219.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
19219.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
19213.00,Weekly,11/9/2020,11/13/2020,,Hybrid,Hybrid
18683.00,Weekly,11/16/2020,11/20/2020,Hybrid,Hybrid,Hybrid
18683.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
18683.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
18683.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
18683.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
18683.00,Weekly,1/11/2021,1/15/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,4/19/2021,4/23/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,5/10/2021,5/14/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,5/17/2021,5/21/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,5/24/2021,5/28/2021,Hybrid,Hybrid,Hybrid
18683.00,Weekly,5/31/2021,6/4/2021,Hybrid,Hybrid,Hybrid
7596.00,Weekly,9/7/2020,9/11/2020,,Virtual,Virtual
7614.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
7734.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
7735.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
7615.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
7749.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
7758.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
7754.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
7757.00,Weekly,11/2/2020,11/6/2020,,Hybrid,Hybrid
7754.00,Weekly,11/9/2020,11/13/2020,,Hybrid,Hybrid
7495.00,Weekly,11/16/2020,11/20/2020,Hybrid,Hybrid,Hybrid
7495.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
7495.00,Weekly,12/7/2020,12/11/2020,Hybrid,Hybrid,Hybrid
7495.00,Weekly,12/14/2020,12/18/2020,Hybrid,Hybrid,Hybrid
7495.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
7495.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
7495.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,4/5/2021,4/9/2021,,,
7495.00,Weekly,4/19/2021,4/23/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
7495.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
7495.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
7495.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
7495.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
7495.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
2554.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
2549.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
2580.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
2544.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
2545.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
2548.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
2553.00,Weekly,10/19/2020,10/23/2020,,Virtual,Virtual
2556.00,Weekly,10/26/2020,10/30/2020,,Virtual,Virtual
2553.00,Weekly,11/2/2020,11/6/2020,,Virtual,Virtual
2551.00,Weekly,11/9/2020,11/13/2020,,Hybrid,Hybrid
2527.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
2527.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
2527.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
2527.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
2527.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
2527.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
2527.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
2527.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
2527.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
2527.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
2527.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
2527.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
2527.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
2527.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
2527.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
2527.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
2527.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
2527.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
2527.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
2527.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
2527.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
2527.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
2527.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
2527.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
843.00,Weekly,8/31/2020,9/4/2020,,Hybrid,Hybrid
815.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
826.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Virtual
824.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
824.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
811.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
811.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
829.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
816.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
819.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
813.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
756.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
756.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
756.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
756.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
756.00,Weekly,1/4/2021,1/8/2021,Hybrid,Hybrid,Hybrid
756.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
756.00,Weekly,1/18/2021,1/22/2021,Virtual,Virtual,Virtual
756.00,Weekly,1/25/2021,1/29/2021,Virtual,Virtual,Virtual
756.00,Weekly,2/1/2021,2/5/2021,Virtual,Virtual,Virtual
756.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
756.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
756.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
756.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
756.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
756.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
756.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
756.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
756.00,Weekly,4/19/2021,4/23/2021,,,
