enrollment,interval,start,end,model,k5_model,6_8_model
120.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
120.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
120.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
120.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
855.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
855.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
856.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
856.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
860.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
860.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
861.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
861.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
866.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
864.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
831.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
831.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
831.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
831.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
831.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
831.00,Weekly,1/11/2021,1/15/2021,Hybrid,Hybrid,Hybrid
831.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
831.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
831.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
831.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
831.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
831.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
831.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
831.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
831.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
831.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
831.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
831.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
831.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
831.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
831.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
831.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
831.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
831.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
66.00,Weekly,8/24/2020,8/28/2020,,,
214.00,Weekly,8/31/2020,9/4/2020,,In-person,In-person
238.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
241.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
240.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
244.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
242.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
243.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
242.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
244.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
66.00,Weekly,11/2/2020,11/6/2020,,,
245.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
66.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
66.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,In-person
66.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
66.00,Weekly,12/14/2020,12/18/2020,In-person,Virtual,In-person
66.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
66.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
66.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
66.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
66.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
66.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
66.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
66.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
66.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
66.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
66.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
66.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
66.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
66.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
66.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
66.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
66.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
66.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
66.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
66.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
2659.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
2659.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
2659.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
2659.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
2659.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
2668.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
2668.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
2667.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
2672.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
2673.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
2577.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
2577.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,In-person
2577.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
2577.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
2577.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
2577.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
2577.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
2577.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
2577.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
2577.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
2577.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
2577.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
2577.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
2577.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
2577.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
2577.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
2577.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
2577.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
2577.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
2577.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
2577.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
2577.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
2577.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
2577.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
590.00,Weekly,8/31/2020,9/4/2020,,Virtual,Virtual
586.00,Weekly,9/7/2020,9/11/2020,,Virtual,Virtual
586.00,Weekly,9/14/2020,9/18/2020,,Virtual,Virtual
586.00,Weekly,9/21/2020,9/25/2020,,Virtual,Virtual
584.00,Weekly,9/28/2020,10/2/2020,,Virtual,Virtual
583.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
580.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
580.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
579.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
578.00,Weekly,11/2/2020,11/6/2020,,Virtual,Virtual
578.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
774.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
774.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
774.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
774.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
774.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
774.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
774.00,Weekly,1/18/2021,1/22/2021,Virtual,Virtual,Virtual
774.00,Weekly,1/25/2021,1/29/2021,Virtual,Virtual,Virtual
774.00,Weekly,2/1/2021,2/5/2021,Virtual,Virtual,Virtual
774.00,Weekly,2/8/2021,2/12/2021,Virtual,Virtual,Virtual
774.00,Weekly,2/22/2021,2/26/2021,Virtual,Virtual,Virtual
774.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
774.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
774.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
774.00,Weekly,3/22/2021,3/26/2021,Virtual,Hybrid,Virtual
774.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
774.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
774.00,Weekly,4/19/2021,4/23/2021,Virtual,Virtual,Virtual
774.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
774.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
774.00,Weekly,5/10/2021,5/14/2021,Hybrid,Hybrid,Hybrid
774.00,Weekly,5/17/2021,5/21/2021,Hybrid,Hybrid,Hybrid
774.00,Weekly,5/24/2021,5/28/2021,Hybrid,Hybrid,Hybrid
774.00,Weekly,5/31/2021,6/4/2021,Hybrid,Hybrid,Hybrid
260.00,Weekly,8/31/2020,9/4/2020,,Virtual,Virtual
260.00,Weekly,9/7/2020,9/11/2020,,Virtual,Virtual
260.00,Weekly,9/14/2020,9/18/2020,,Virtual,Virtual
256.00,Weekly,9/21/2020,9/25/2020,,Virtual,Virtual
259.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
256.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
259.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
259.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
259.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
259.00,Weekly,11/2/2020,11/6/2020,,Virtual,Virtual
257.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
176.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
176.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
176.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
176.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
176.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
176.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
176.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
176.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
176.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Virtual
176.00,Weekly,2/8/2021,2/12/2021,Virtual,Virtual,Virtual
176.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
176.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
176.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
176.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
176.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
176.00,Weekly,3/29/2021,4/2/2021,Virtual,Virtual,Virtual
176.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
176.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
176.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
176.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
176.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
176.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
176.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
176.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
4892.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
4919.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
4903.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
4901.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
4905.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
4911.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
4903.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
4897.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
4895.00,Weekly,11/2/2020,11/6/2020,,Hybrid,Hybrid
4894.00,Weekly,11/9/2020,11/13/2020,,Hybrid,Hybrid
4725.00,Weekly,11/16/2020,11/20/2020,Hybrid,Hybrid,Virtual
4725.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
4725.00,Weekly,12/7/2020,12/11/2020,Hybrid,Hybrid,Hybrid
4725.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
4725.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
4725.00,Weekly,1/11/2021,1/15/2021,Hybrid,Hybrid,Hybrid
4725.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
4725.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
4725.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Hybrid
4725.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
4725.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
4725.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
4725.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
4725.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
4725.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,Hybrid
4725.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,Hybrid
4725.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,Hybrid
4725.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
4725.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
4725.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
4725.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
4725.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
4725.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
4725.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
306.00,Weekly,8/31/2020,9/4/2020,,Hybrid,Hybrid
305.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
306.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
307.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
311.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
310.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
310.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
309.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
309.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
309.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
307.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
280.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
280.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
280.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
280.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
280.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
280.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
280.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
280.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
280.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
280.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
280.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
280.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
280.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
280.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
280.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
280.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
280.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
280.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
280.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
280.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
280.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
280.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
280.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
280.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
84.00,Weekly,8/31/2020,9/4/2020,,,
84.00,Weekly,9/7/2020,9/11/2020,,,
84.00,Weekly,9/14/2020,9/18/2020,,,
84.00,Weekly,9/21/2020,9/25/2020,,,
86.00,Weekly,9/28/2020,10/2/2020,,,
85.00,Weekly,10/5/2020,10/9/2020,,,
86.00,Weekly,10/12/2020,10/16/2020,,,
85.00,Weekly,10/19/2020,10/23/2020,,,
85.00,Weekly,10/26/2020,10/30/2020,,,
85.00,Weekly,11/2/2020,11/6/2020,,,
85.00,Weekly,11/9/2020,11/13/2020,,,
86.00,Weekly,11/16/2020,11/20/2020,Hybrid,,
86.00,Weekly,11/30/2020,12/4/2020,Hybrid,,
86.00,Weekly,12/7/2020,12/11/2020,Hybrid,,
86.00,Weekly,12/14/2020,12/18/2020,Virtual,,
86.00,Weekly,1/4/2021,1/8/2021,Virtual,,
86.00,Weekly,1/11/2021,1/15/2021,Virtual,,
86.00,Weekly,1/18/2021,1/22/2021,Hybrid,,
86.00,Weekly,1/25/2021,1/29/2021,Hybrid,,
86.00,Weekly,2/1/2021,2/5/2021,Hybrid,,
86.00,Weekly,2/8/2021,2/12/2021,Hybrid,,
86.00,Weekly,2/22/2021,2/26/2021,Hybrid,,
86.00,Weekly,3/1/2021,3/5/2021,Hybrid,,
86.00,Weekly,3/8/2021,3/12/2021,Hybrid,,
86.00,Weekly,3/15/2021,3/19/2021,Hybrid,,
86.00,Weekly,3/22/2021,3/26/2021,Hybrid,,
86.00,Weekly,3/29/2021,4/2/2021,Hybrid,,
86.00,Weekly,4/5/2021,4/9/2021,Hybrid,,
86.00,Weekly,4/19/2021,4/23/2021,Hybrid,,
86.00,Weekly,4/26/2021,4/30/2021,Hybrid,,
86.00,Weekly,5/3/2021,5/7/2021,Hybrid,,
86.00,Weekly,5/10/2021,5/14/2021,Hybrid,,
86.00,Weekly,5/17/2021,5/21/2021,Hybrid,,
86.00,Weekly,5/24/2021,5/28/2021,Hybrid,,
86.00,Weekly,5/31/2021,6/4/2021,Hybrid,,
9408.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
9408.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
9409.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
9396.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
9391.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
9386.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
9385.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
9387.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
9392.00,Weekly,11/2/2020,11/6/2020,,Hybrid,Hybrid
9394.00,Weekly,11/9/2020,11/13/2020,,Hybrid,Hybrid
9295.00,Weekly,11/16/2020,11/20/2020,Hybrid,Hybrid,Hybrid
9295.00,Weekly,11/30/2020,12/4/2020,Hybrid,Hybrid,Hybrid
9295.00,Weekly,12/7/2020,12/11/2020,Hybrid,Hybrid,Hybrid
9295.00,Weekly,12/14/2020,12/18/2020,Hybrid,Hybrid,Hybrid
9295.00,Weekly,1/4/2021,1/8/2021,Hybrid,Hybrid,Hybrid
9295.00,Weekly,1/11/2021,1/15/2021,Hybrid,Hybrid,Hybrid
9295.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
9295.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
9295.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Hybrid
9295.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
9295.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
9295.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
9295.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
9295.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
9295.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
9295.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
9295.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
9295.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
9295.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
9295.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
9295.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
9295.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
9295.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
9295.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
4087.00,Weekly,8/31/2020,9/4/2020,,Hybrid,Hybrid
4082.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
4086.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
4084.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
4073.00,Weekly,9/28/2020,10/2/2020,,In-person,Hybrid
4074.00,Weekly,10/5/2020,10/9/2020,,In-person,Hybrid
4076.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
4079.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
4082.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
4088.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
4092.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
3989.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
3989.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,In-person
3989.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
3989.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
3989.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
3989.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
3989.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
3989.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
3989.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
3989.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
3989.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
3989.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
3989.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
3989.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
3989.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
3989.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
3989.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
3989.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
3989.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
3989.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
3989.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
3989.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
3989.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
3989.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
163.00,Weekly,8/31/2020,9/4/2020,,In-person,In-person
162.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
162.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
162.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
162.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
166.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
165.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
167.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
166.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
167.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
167.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
149.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
149.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
149.00,Weekly,12/7/2020,12/11/2020,Hybrid,Hybrid,Hybrid
149.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
149.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
149.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
149.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
149.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
149.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
149.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
149.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
149.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
149.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
149.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
149.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
149.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
149.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
149.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
149.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
149.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
149.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
149.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
149.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
149.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
5706.00,Weekly,8/31/2020,9/4/2020,,In-person,Hybrid
5754.00,Weekly,9/7/2020,9/11/2020,,In-person,Hybrid
5726.00,Weekly,9/14/2020,9/18/2020,,In-person,Hybrid
5712.00,Weekly,9/21/2020,9/25/2020,,In-person,Hybrid
5719.00,Weekly,9/28/2020,10/2/2020,,In-person,Hybrid
5722.00,Weekly,10/5/2020,10/9/2020,,In-person,Hybrid
5720.00,Weekly,10/12/2020,10/16/2020,,In-person,Hybrid
